CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,District,Neighborhood,Longitude,Latitude,Premise,Total Incidents
11/15/2016,7:19:00 PM,1A,3000 GREENMOUNT AV,HOMICIDE,Outside,FIREARM,NORTHERN,Abell,-76.60945,39.32487,STREET,1
11/15/2016,3:56:00 PM,1A,3100 W NORTH AV,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Northwest Community Actio,-76.6702,39.30889,STREET,1
11/11/2016,9:50:00 PM,1A,100 JEFFREY ST,HOMICIDE,Outside,FIREARM,SOUTHERN,Brooklyn,-76.61101,39.23543,NA,1
11/11/2016,11:22:00 AM,1A,800 W LEXINGTON ST,HOMICIDE,Outside,FIREARM,WESTERN,Poppleton,-76.63072,39.29112,NA,1
11/09/2016,9:14:00 PM,1A,2900 CHERRYLAND RD,HOMICIDE,Outside,FIREARM,SOUTHERN,Cherry Hill,-76.62503,39.2489,STREET,1
11/09/2016,11:16:00 PM,1A,4400 FREDERICK AV,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Irvington,-76.68862,39.28161,NA,1
11/08/2016,1:11:00 PM,1A,1800 RUXTON AV,HOMICIDE,Outside,FIREARM,WESTERN,Coppin Heights/Ash-Co-Eas,-76.65508,39.30862,STREET,1
11/07/2016,2:55:00 AM,1A,3800 10TH ST,HOMICIDE,Outside,FIREARM,SOUTHERN,Brooklyn,-76.59693,39.23217,NA,1
11/05/2016,3:04:00 PM,1A,2800 KEYWORTH AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Towanda-Grantley,-76.66319,39.33262,DWELLING,1
11/04/2016,12:52:00 PM,1A,2000 BOYD ST,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Boyd-Booth,-76.64878,39.28659,STREET,1
10/30/2016,3:46:00 AM,1A,2400 LOYOLA NORTHWAY,HOMICIDE,Outside,FIREARM,NORTHERN,Greenspring,-76.65857,39.33859,STREET,1
10/29/2016,1:23:00 AM,1A,3500 TOWANDA AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Park Circle,-76.66049,39.3272,STREET,1
10/28/2016,2:02:00 AM,1K,5100 CONANT WY,HOMICIDE,Outside,KNIFE,NORTHEASTERN,Parkside,-76.55359,39.3201,PUBLIC AREA,1
10/26/2016,4:28:00 PM,1A,1500 PENNSYLVANIA AV,HOMICIDE,Outside,FIREARM,CENTRAL,Upton,-76.63348,39.30263,PARKING LOT,1
10/24/2016,8:55:00 PM,1A,3300 W BALTIMORE ST,HOMICIDE,Inside,FIREARM,SOUTHWESTERN,Saint Josephs,-76.67245,39.28583,COMMON BUSINESS,1
10/24/2016,12:54:00 PM,1A,2200 POPLAR GROVE ST,HOMICIDE,Inside,FIREARM,SOUTHWESTERN,Walbrook,-76.66605,39.313,DWELLING,1
10/24/2016,12:54:00 PM,1A,2200 POPLAR GROVE ST,HOMICIDE,Inside,FIREARM,SOUTHWESTERN,Walbrook,-76.66605,39.313,DWELLING,1
10/22/2016,10:12:00 PM,1A,3400 JUNEWAY,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Belair-Edison,-76.56913,39.31794,STREET,1
10/21/2016,9:56:00 PM,1A,1400 RAMSAY ST,HOMICIDE,Outside,FIREARM,SOUTHERN,New Southwest/Mount Clare,-76.63936,39.28342,STREET,1
10/19/2016,11:25:00 AM,1K,4700 ALHAMBRA AV,HOMICIDE,Outside,KNIFE,NORTHERN,Wrenlane,-76.60736,39.34464,STREET,1
10/18/2016,2:24:00 PM,1A,2000 CECIL AV,HOMICIDE,Outside,FIREARM,EASTERN,East Baltimore Midway,-76.60529,39.31313,STREET,1
10/16/2016,5:58:00 PM,1A,300 COLLINS AV,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Irvington,-76.68357,39.28111,STREET,1
10/16/2016,4:12:00 PM,1A,1800 MC KEAN AV,HOMICIDE,Outside,FIREARM,WESTERN,Sandtown-Winchester,-76.64726,39.30887,ALLEY,1
10/15/2016,2:08:00 PM,1A,200 N MONASTERY AV,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Allendale,-76.67467,39.28939,STREET,1
10/13/2016,7:57:00 PM,1A,2100 WILKENS AV,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Carrollton Ridge,-76.6494,39.28121,STREET,1
10/12/2016,3:15:00 PM,1O,2300 CALVERTON HEIGHTS AV,HOMICIDE,Inside,OTHER,WESTERN,Bridgeview/Greenlawn,-76.65419,39.29776,DWELLING,1
10/12/2016,12:47:00 PM,1A,2400 S PACA ST,HOMICIDE,Outside,FIREARM,SOUTHERN,Mount Winans,-76.64401,39.26407,STREET,1
10/11/2016,2:25:00 PM,1A,200 N GILMOR ST,HOMICIDE,Inside,FIREARM,WESTERN,Franklin Square,-76.64256,39.29089,DWELLING,1
10/11/2016,2:00:00 PM,1A,600 N GLOVER ST,HOMICIDE,Outside,FIREARM,SOUTHEASTERN,McElderry Park,-76.58016,39.2982,STREET,1
10/10/2016,8:31:00 PM,1A,2300 PRESBURY ST,HOMICIDE,Outside,FIREARM,WESTERN,Coppin Heights/Ash-Co-Eas,-76.65406,39.30766,STREET,1
10/10/2016,4:46:00 PM,1A,100 N MONROE ST,HOMICIDE,Outside,FIREARM,WESTERN,Penrose/Fayette Street Ou,-76.64707,39.28983,STREET,1
10/10/2016,2:06:00 PM,1A,3700 BEEHLER AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Central Park Heights,-76.6752,39.34259,STREET,1
10/09/2016,11:35:00 PM,1K,2500 W LAFAYETTE AV,HOMICIDE,Inside,KNIFE,WESTERN,Bridgeview/Greenlawn,-76.65858,39.29838,DWELLING,1
10/06/2016,5:41:00 PM,1A,1100 MC CULLOH ST,HOMICIDE,Outside,FIREARM,CENTRAL,Upton,-76.62584,39.30096,STREET,1
10/04/2016,10:16:00 PM,1A,400 N ROSE ST,HOMICIDE,Outside,FIREARM,SOUTHEASTERN,McElderry Park,-76.58144,39.2957,STREET,1
10/04/2016,1:03:00 PM,1A,3300 CLIFTMONT AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Belair-Edison,-76.57124,39.31828,STREET,1
10/03/2016,1:53:00 PM,1A,2600 ROBB ST,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Coldstream Homestead Mont,-76.59682,39.3197,STREET,1
10/03/2016,1:15:00 AM,1A,2600 W PATAPSCO AV,HOMICIDE,Outside,FIREARM,SOUTHERN,Lakeland,-76.6522,39.25289,PARKING LOT,1
10/02/2016,5:13:00 PM,1A,600 YALE AV,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Yale Heights,-76.68782,39.27573,STREET,1
10/02/2016,11:58:00 PM,1A,3200 LYNDALE AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Four By Four,-76.57829,39.31648,NA,1
09/27/2016,1:25:00 PM,1K,500 N BRICE ST,HOMICIDE,Inside,KNIFE,WESTERN,Midtown-Edmondson,-76.6497,39.29434,DWELLING,1
09/25/2016,5:44:00 PM,1A,4300 PARK HEIGHTS AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Central Park Heights,-76.66512,39.3378,PUBLIC AREA,1
09/25/2016,1:55:00 AM,1A,100 N SMALLWOOD ST,HOMICIDE,Outside,FIREARM,WESTERN,Penrose/Fayette Street Ou,-76.65159,39.28966,STREET,1
09/24/2016,1:09:00 PM,1A,0 S CAREY ST,HOMICIDE,Outside,FIREARM,WESTERN,Hollins Market,-76.63811,39.28851,NA,1
09/23/2016,3:05:00 AM,1A,100 E TRENTON ST,HOMICIDE,Outside,FIREARM,CENTRAL,Greenmount West,-76.61483,39.31047,ALLEY,1
09/21/2016,9:10:00 PM,1K,1700 GWYNNS FALLS PKWY,HOMICIDE,Outside,KNIFE,WESTERN,Parkview/Woodbrook,-76.64994,39.3173,STREET,1
09/21/2016,2:37:00 AM,1A,4600 PEN LUCY RD,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Ten Hills,-76.69405,39.28568,STREET,1
09/19/2016,10:23:00 PM,1K,5400 LOCH RAVEN BLVD,HOMICIDE,Outside,KNIFE,NORTHEASTERN,Woodbourne Heights,-76.5899,39.35632,STREET,1
09/18/2016,6:14:00 PM,1O,1800 N MONTFORD AV,HOMICIDE,Outside,OTHER,EASTERN,Broadway East,-76.58447,39.31164,STREET,1
09/18/2016,12:09:00 AM,1A,2100 KIRK AV,HOMICIDE,Outside,FIREARM,EASTERN,East Baltimore Midway,-76.60717,39.31329,STREET,1
09/16/2016,9:15:00 PM,1A,2600 REISTERSTOWN RD,HOMICIDE,Outside,FIREARM,WESTERN,Mondawmin,-76.65162,39.3175,NA,1
09/16/2016,9:05:00 PM,1A,700 MELLO CT,HOMICIDE,Outside,FIREARM,EASTERN,Gay Street,-76.5982,39.29857,STREET,1
09/16/2016,3:18:00 AM,1A,3600 FAIRVIEW AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Forest Park,-76.67824,39.32297,STREET,1
09/15/2016,3:20:00 PM,1O,1800 N CALVERT ST,HOMICIDE,Inside,OTHER,CENTRAL,Greenmount West,-76.61375,39.31018,DWELLING,1
09/15/2016,1:32:00 PM,1O,3100 REISTERSTOWN RD,HOMICIDE,Inside,OTHER,NORTHWESTERN,Liberty Square,-76.6562,39.32331,DWELLING,1
09/14/2016,8:45:00 PM,1A,300 E LANVALE ST,HOMICIDE,Outside,FIREARM,EASTERN,Greenmount West,-76.61162,39.30895,ALLEY,1
09/09/2016,2:04:00 AM,1K,1800 E 29TH ST,HOMICIDE,Outside,KNIFE,NORTHEASTERN,Coldstream Homestead Mont,-76.59038,39.32465,STREET,1
09/08/2016,3:50:00 AM,1O,3900 DOLFIELD AV,HOMICIDE,Outside,OTHER,NORTHWESTERN,Dolfield,-76.68275,39.3401,ALLEY,1
09/08/2016,2:01:00 AM,1A,700 MURA ST,HOMICIDE,Outside,FIREARM,EASTERN,Johnston Square,-76.60756,39.30433,STREET,1
09/08/2016,12:45:00 PM,1A,4400 PLAINFIELD AV,HOMICIDE,Inside,FIREARM,NORTHEASTERN,Frankford,-76.55582,39.32634,DWELLING,1
09/07/2016,8:45:00 PM,1A,1900 CLIFTON AV,HOMICIDE,Outside,FIREARM,WESTERN,Mondawmin,-76.64878,39.31189,STREET,1
09/07/2016,6:25:00 AM,1O,0 GORMAN AV,HOMICIDE,Inside,OTHER,WESTERN,Penrose/Fayette Street Ou,-76.65361,39.2885,DWELLING,1
09/07/2016,10:44:00 PM,1A,2200 E OLIVER ST,HOMICIDE,Outside,FIREARM,EASTERN,Broadway East,-76.5871,39.30781,STREET,1
09/07/2016,1:29:00 PM,1A,4600 YORK RD,HOMICIDE,Inside,FIREARM,NORTHERN,Kernewood,-76.60966,39.34446,COMMON BUSINESS,1
09/07/2016,1:00:00 AM,1O,3200 BRENDAN AV,HOMICIDE,Inside,OTHER,NORTHEASTERN,Belair-Edison,-76.56944,39.32207,DWELLING,1
09/06/2016,1:13:00 PM,1A,1100 N STRICKER ST,HOMICIDE,Outside,FIREARM,WESTERN,Sandtown-Winchester,-76.64172,39.30129,STREET,1
09/05/2016,1:06:00 AM,1A,2600 E MONUMENT ST,HOMICIDE,Outside,FIREARM,EASTERN,Madison-Eastend,-76.58078,39.29893,STREET,1
09/04/2016,10:01:00 PM,1A,2300 WILKENS AV,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Carrollton Ridge,-76.65213,39.28031,STREET,1
09/02/2016,11:04:00 PM,1A,6100 SHIPVIEW WY,HOMICIDE,Outside,FIREARM,SOUTHEASTERN,O'Donnell Heights,-76.54254,39.27659,STREET,1
09/02/2016,10:33:00 AM,1O,3700 BANCROFT RD,HOMICIDE,Outside,OTHER,NORTHWESTERN,Glen,-76.69937,39.35895,NA,1
08/27/2016,7:32:00 PM,1A,200 S AUGUSTA AV,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Irvington,-76.68474,39.28327,STREET,1
08/27/2016,3:30:00 AM,1O,0 S EXETER ST,HOMICIDE,Outside,OTHER,SOUTHEASTERN,Jonestown,-76.60272,39.28973,DWELLING,1
08/27/2016,2:30:00 AM,1A,1300 CLIFTVIEW AV,HOMICIDE,Outside,FIREARM,EASTERN,East Baltimore Midway,-76.59698,39.31618,STREET,1
08/26/2016,7:30:00 AM,1K,700 MURPHY LA,HOMICIDE,Outside,KNIFE,CENTRAL,Heritage Crossing,-76.62929,39.29492,STREET,1
08/26/2016,3:40:00 PM,1O,1100 EDWIGHT CT,HOMICIDE,Outside,OTHER,SOUTHERN,Brooklyn,-76.59657,39.22841,STREET,1
08/24/2016,12:20:00 PM,1A,4400 DAYTONA AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Towanda-Grantley,-76.67149,39.33829,ALLEY,1
08/24/2016,10:20:00 PM,1A,600 HILLVIEW RD,HOMICIDE,Outside,FIREARM,SOUTHERN,Cherry Hill,-76.62291,39.25127,STREET,1
08/23/2016,11:00:00 PM,1K,2400 BRENTWOOD AV,HOMICIDE,Outside,KNIFE,EASTERN,Barclay,-76.61044,39.31632,STREET,1
08/22/2016,9:14:00 PM,1A,5300 SINCLAIR LA,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Frankford,-76.54267,39.3233,STREET,1
08/22/2016,3:30:00 PM,1A,2800 MAYFIELD AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Belair-Edison,-76.57443,39.32332,STREET,1
08/20/2016,8:15:00 AM,1A,200 BRIDGEVIEW RD,HOMICIDE,Outside,FIREARM,SOUTHERN,Cherry Hill,-76.6182,39.25119,STREET,1
08/19/2016,9:24:00 PM,1A,0 S MONASTERY AV,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Saint Josephs,-76.67827,39.2864,NA,1
08/19/2016,4:21:00 AM,1A,200 S CALHOUN ST,HOMICIDE,Outside,FIREARM,SOUTHERN,New Southwest/Mount Clare,-76.63941,39.28544,STREET,1
08/17/2016,10:53:00 AM,1A,200 S ELLICOTT DRWY,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Carroll-South Hilton,-76.6596,39.28441,PUBLIC AREA,1
08/17/2016,1:38:00 AM,1A,1700 MALVERN ST,HOMICIDE,Outside,FIREARM,SOUTHEASTERN,Broening Manor,-76.53402,39.27346,ALLEY,1
08/16/2016,11:33:00 PM,1A,900 N MONROE ST,HOMICIDE,Outside,FIREARM,WESTERN,Midtown-Edmondson,-76.64757,39.29912,COMMON BUSINESS,1
08/13/2016,12:24:00 PM,1O,1100 WALTERS AV,HOMICIDE,Outside,OTHER,NORTHERN,Glen Oaks,-76.59686,39.35911,STREET,1
08/13/2016,11:59:00 PM,1A,1300 W LAFAYETTE AV,HOMICIDE,Outside,FIREARM,WESTERN,Sandtown-Winchester,-76.63878,39.29908,STREET,1
08/12/2016,10:14:00 PM,1A,2400 FREDERICK AV,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Millhill,-76.65492,39.284,PARKING LOT,1
08/10/2016,7:50:00 PM,1A,2700 ASHLAND AV,HOMICIDE,Outside,FIREARM,EASTERN,Madison-Eastend,-76.5795,39.3011,STREET,1
08/10/2016,12:35:00 AM,1A,2200 KLOMAN ST,HOMICIDE,Outside,FIREARM,SOUTHERN,Westport,-76.63174,39.26229,STREET,1
08/10/2016,12:28:00 PM,1O,4500 GARDEN DR,HOMICIDE,Inside,OTHER,NORTHWESTERN,Central Park Heights,-76.66903,39.3403,DWELLING,1
08/10/2016,12:13:00 AM,1A,900 WHITELOCK ST,HOMICIDE,Outside,FIREARM,CENTRAL,Reservoir Hill,-76.63269,39.31445,STREET,1
08/07/2016,5:07:00 AM,1A,2500 E MADISON ST,HOMICIDE,Outside,FIREARM,EASTERN,Milton-Montford,-76.58194,39.29995,NA,1
08/05/2016,10:57:00 PM,1A,500 E 26TH ST,HOMICIDE,Outside,FIREARM,NORTHERN,Better Waverly,-76.60929,39.31906,STREET,1
08/04/2016,9:54:00 PM,1A,1600 Mc Culloh St,HOMICIDE,Outside,FIREARM,CENTRAL,Upton,-76.63079,39.30494,STREET,1
08/03/2016,8:59:00 PM,1A,2500 W FAYETTE ST,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Shipley Hill,-76.65692,39.28895,NA,1
07/29/2016,10:26:00 AM,1K,5600 GOVANE AV,HOMICIDE,Inside,KNIFE,NORTHERN,Mid-Govans,-76.60703,39.3577,VACANT DWELLING,1
07/28/2016,3:40:00 AM,1A,3000 TIVOLY AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Coldstream Homestead Mont,-76.59197,39.32539,STREET,1
07/28/2016,3:00:00 PM,1O,100 E NORTH AV,HOMICIDE,Inside,OTHER,CENTRAL,Greenmount West,-76.6145,39.31107,VACANT DWELLING,1
07/28/2016,11:22:00 PM,1A,2400 WASHINGTON BLVD,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Morrell Park,-76.65058,39.26839,STREET,1
07/26/2016,10:13:00 AM,1A,2100 GARRISON BLVD,HOMICIDE,Inside,FIREARM,SOUTHWESTERN,Mount Holly,-76.67501,39.311,DWELLING,1
07/25/2016,9:49:00 PM,1A,1000 E PATAPSCO AV,HOMICIDE,Outside,FIREARM,SOUTHERN,Fairfield Area,-76.59563,39.23428,ALLEY,1
07/25/2016,11:25:00 PM,1A,1500 LESLIE ST,HOMICIDE,Outside,FIREARM,WESTERN,Sandtown-Winchester,-76.64259,39.30592,STREET,1
07/24/2016,5:32:00 PM,1A,900 N CAROLINE ST,HOMICIDE,Outside,FIREARM,EASTERN,Gay Street,-76.59778,39.3005,PARKING LOT,1
07/24/2016,3:05:00 PM,1A,600 N PULASKI ST,HOMICIDE,Outside,FIREARM,WESTERN,Midtown-Edmondson,-76.65051,39.2955,STREET,1
07/23/2016,1:46:00 AM,1A,300 N CARROLLTON AV,HOMICIDE,Inside,FIREARM,WESTERN,Poppleton,-76.63697,39.2929,NA,1
07/23/2016,1:46:00 AM,1A,300 N CARROLLTON AV,HOMICIDE,Inside,FIREARM,WESTERN,Poppleton,-76.63697,39.2929,NA,1
07/21/2016,1:45:00 AM,1A,3600 GARRISON BLVD,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Dorchester,-76.68245,39.32965,STREET,1
07/19/2016,6:01:00 PM,1A,2200 N ROSEDALE ST,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Walbrook,-76.66958,39.3126,STREET,1
07/19/2016,11:50:00 PM,1A,3400 OLD YORK RD,HOMICIDE,Outside,FIREARM,NORTHERN,Waverly,-76.60831,39.32994,STREET,1
07/19/2016,10:51:00 PM,1A,700 MELLO CT,HOMICIDE,Outside,FIREARM,EASTERN,Gay Street,-76.5982,39.29857,STREET,1
07/18/2016,9:01:00 PM,1A,4800 MIDLINE RD,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Frankford,-76.53717,39.32224,STREET,1
07/18/2016,8:24:00 PM,1O,3300 THE ALAMEDA,HOMICIDE,Inside,OTHER,NORTHEASTERN,Ednor Gardens-Lakeside,-76.59539,39.32947,DWELLING,1
07/16/2016,6:15:00 AM,1A,1400 RETREAT ST,HOMICIDE,Outside,FIREARM,WESTERN,Penn North,-76.64122,39.3133,STREET,1
07/16/2016,3:28:00 PM,1A,600 MAUDE AV,HOMICIDE,Outside,FIREARM,SOUTHERN,Brooklyn,-76.60034,39.23813,NA,1
07/14/2016,11:39:00 PM,1A,3700 ST MARGARET ST,HOMICIDE,Inside,FIREARM,SOUTHERN,Brooklyn,-76.59561,39.23269,DWELLING,1
07/14/2016,1:38:00 PM,1A,3100 FERNDALE AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Howard Park,-76.70263,39.32694,STREET,1
07/13/2016,12:52:00 AM,1A,1500 N WASHINGTON ST,HOMICIDE,Outside,FIREARM,EASTERN,Broadway East,-76.59014,39.30828,STREET,1
07/12/2016,8:10:00 AM,1A,2800 ASHLAND AV,HOMICIDE,Outside,FIREARM,EASTERN,Madison-Eastend,-76.5781,39.30116,STREET,1
07/11/2016,4:29:00 PM,1A,500 DOLPHIN ST,HOMICIDE,Outside,FIREARM,CENTRAL,Upton,-76.62791,39.30093,STREET,1
07/11/2016,10:09:00 PM,1A,3800 BOARMAN AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Callaway-Garrison,-76.67895,39.33451,STREET,1
07/10/2016,6:27:00 AM,1A,600 E PATAPSCO AV,HOMICIDE,Inside,FIREARM,SOUTHERN,Brooklyn,-76.60165,39.23614,DWELLING,1
07/10/2016,6:05:00 AM,1A,900 N CALHOUN ST,HOMICIDE,Outside,FIREARM,WESTERN,Sandtown-Winchester,-76.64012,39.29949,STREET,1
07/10/2016,1:14:00 AM,1A,1800 W NORTH AV,HOMICIDE,Outside,FIREARM,WESTERN,Mondawmin,-76.64662,39.30991,STREET,1
07/08/2016,9:24:00 AM,1K,1200 E FAYETTE ST,HOMICIDE,Outside,KNIFE,SOUTHEASTERN,Pleasant View Gardens,-76.60118,39.29213,STREET,1
07/08/2016,10:57:00 PM,1K,600 W UNIVERSITY PKWY,HOMICIDE,Outside,KNIFE,NORTHERN,Roland Park,-76.62758,39.33953,STREET,1
07/06/2016,5:43:00 PM,1A,2300 ANOKA AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Liberty Square,-76.65571,39.3215,STREET,1
07/06/2016,10:05:00 PM,1A,100 N PAYSON ST,HOMICIDE,Outside,FIREARM,WESTERN,Penrose/Fayette Street Ou,-76.6488,39.28978,STREET,1
07/05/2016,3:10:00 PM,1A,600 LAURENS ST,HOMICIDE,Outside,FIREARM,CENTRAL,Upton,-76.63568,39.30428,STREET,1
07/05/2016,12:25:00 PM,1A,300 HERRING CT,HOMICIDE,Outside,FIREARM,SOUTHEASTERN,Perkins Homes,-76.59505,39.28779,NA,1
07/03/2016,4:04:00 PM,1A,2200 POPLAR GROVE ST,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Walbrook,-76.66605,39.313,NA,1
07/01/2016,3:12:00 PM,1A,800 KEVIN RD,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Rognel Heights,-76.68728,39.2965,DWELLING,1
06/30/2016,9:31:00 PM,1A,4500 N ROGERS AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Woodmere,-76.69377,39.344,ALLEY,1
06/28/2016,9:29:00 PM,1A,600 N ELLWOOD AV,HOMICIDE,Outside,FIREARM,SOUTHEASTERN,Ellwood Park/Monument,-76.5738,39.29844,STREET,1
06/28/2016,12:49:00 AM,1A,1800 EDMONDSON AV,HOMICIDE,Outside,FIREARM,WESTERN,Harlem Park,-76.64648,39.29521,STREET,1
06/28/2016,10:18:00 AM,1O,5600 SINCLAIR LA,HOMICIDE,Inside,OTHER,NORTHEASTERN,Frankford,-76.53614,39.32587,DWELLING,1
06/26/2016,8:55:00 PM,1A,3400 ELMORA AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Four By Four,-76.5756,39.31594,NA,1
06/26/2016,7:19:00 PM,1A,3400 RAVENWOOD AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Four By Four,-76.57545,39.31531,STREET,1
06/25/2016,6:57:00 PM,1A,2700 E COLD SPRING LA,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Lauraville,-76.57282,39.34517,STREET,1
06/24/2016,12:45:00 AM,1A,3300 W CATON AV,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Saint Josephs,-76.67318,39.28587,STREET,1
06/23/2016,4:43:00 AM,1A,6200 FAIRDEL AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Glenham-Belhar,-76.54066,39.35115,STREET,1
06/22/2016,12:30:00 PM,1A,1700 PRESSTMAN ST,HOMICIDE,Outside,FIREARM,WESTERN,Sandtown-Winchester,-76.64481,39.30536,STREET,1
06/22/2016,10:38:00 PM,1A,4000 WILSBY AV,HOMICIDE,Outside,FIREARM,NORTHERN,Pen Lucy,-76.60457,39.33828,STREET,1
06/21/2016,6:00:00 PM,1A,1300 GLENWOOD AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,New Northwood,-76.59615,39.3525,STREET,1
06/14/2016,3:22:00 AM,1A,1500 GORSUCH AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Coldstream Homestead Mont,-76.5971,39.32279,STREET,1
06/13/2016,4:39:00 PM,1A,3600 BREHMS LA,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Belair-Edison,-76.56525,39.3211,STREET,1
06/11/2016,3:41:00 PM,1A,0 SHIPLEY ST,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Shipley Hill,-76.65835,39.28799,NA,1
06/11/2016,1:33:00 AM,1A,900 PENNSYLVANIA AV,HOMICIDE,Outside,FIREARM,CENTRAL,Heritage Crossing,-76.62653,39.29692,STREET,1
06/10/2016,7:38:00 PM,1A,2500 KEYWORTH AV,HOMICIDE,Outside,FIREARM,NORTHERN,Greenspring,-76.6594,39.33467,NA,1
06/10/2016,11:40:00 PM,1A,400 E 22ND ST,HOMICIDE,Outside,FIREARM,EASTERN,Barclay,-76.61047,39.31451,NA,1
06/09/2016,4:36:00 PM,1A,1900 EDMONDSON AV,HOMICIDE,Outside,FIREARM,WESTERN,Midtown-Edmondson,-76.64801,39.2951,STREET,1
06/09/2016,11:29:00 PM,1A,100 N SMALLWOOD ST,HOMICIDE,Outside,FIREARM,WESTERN,Penrose/Fayette Street Ou,-76.65159,39.28966,NA,1
06/08/2016,9:38:00 PM,1A,4300 FERNHILL AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,West Arlington,-76.69188,39.33769,NA,1
06/08/2016,6:55:00 PM,1A,1300 JAMES ST,HOMICIDE,Outside,FIREARM,SOUTHERN,Washington Village/Pigtow,-76.63642,39.28138,STREET,1
06/06/2016,3:30:00 AM,1A,1500 SPRUCE ST,HOMICIDE,Outside,FIREARM,SOUTHERN,Curtis Bay,-76.58989,39.22985,STREET,1
06/06/2016,3:30:00 AM,1A,1500 SPRUCE ST,HOMICIDE,Outside,FIREARM,SOUTHERN,Curtis Bay,-76.58989,39.22985,STREET,1
06/04/2016,1:13:00 AM,1A,200 N FREMONT AV,HOMICIDE,Outside,FIREARM,WESTERN,Poppleton,-76.63022,39.29132,STREET,1
06/03/2016,9:10:00 PM,1A,700 N MONROE ST,HOMICIDE,Outside,FIREARM,WESTERN,Midtown-Edmondson,-76.64744,39.29675,STREET,1
06/03/2016,12:26:00 AM,1A,900 ALLENDALE ST,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Edgewood,-76.67857,39.29817,DWELLING,1
05/31/2016,9:30:00 PM,1A,2200 BARCLAY ST,HOMICIDE,Outside,FIREARM,EASTERN,Barclay,-76.61117,39.3145,STREET,1
05/28/2016,11:56:00 PM,1A,500 S BROADWAY,HOMICIDE,Outside,FIREARM,SOUTHEASTERN,Fells Point,-76.59344,39.28542,STREET,1
05/27/2016,7:22:00 AM,1A,2900 ROSALIND AV,HOMICIDE,Outside,FIREARM,NORTHERN,Cylburn,-76.66374,39.34592,STREET,1
05/27/2016,4:24:00 PM,1K,1600 W NORTH AV,HOMICIDE,Inside,KNIFE,WESTERN,Penn North,-76.64322,39.31,COMMON BUSINESS,1
05/26/2016,8:00:00 PM,1A,1600 E OLIVER ST,HOMICIDE,Outside,FIREARM,EASTERN,Oliver,-76.59632,39.30744,NA,1
05/26/2016,6:03:00 PM,1A,2700 THE ALAMEDA,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Coldstream Homestead Mont,-76.59128,39.32156,STREET,1
05/26/2016,6:03:00 PM,1A,2700 THE ALAMEDA,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Coldstream Homestead Mont,-76.59128,39.32156,STREET,1
