CrimeDate,CrimeTime,CrimeCode,Location,Description,Inside/Outside,Weapon,District,Neighborhood,Longitude,Latitude,Premise,Total Incidents
10/25/2015,3:00:00 PM,1A,1500 MC KEAN AV,HOMICIDE,Outside,FIREARM,WESTERN,Sandtown-Winchester,-76.6471,39.3053,STREET,1
10/25/2015,12:08:00 PM,1A,100 S SCHROEDER ST,HOMICIDE,Outside,FIREARM,SOUTHERN,Hollins Market,-76.6337,39.2867,STREET,1
10/24/2015,7:04:00 PM,1A,1800 AISQUITH ST,HOMICIDE,Outside,FIREARM,EASTERN,Oliver,-76.60258,39.31051,STREET,1
10/22/2015,6:22:00 PM,1A,2000 MC KEAN AV,HOMICIDE,Outside,FIREARM,WESTERN,Mondawmin,-76.6475,39.31168,STREET,1
10/22/2015,1:20:00 PM,1A,1400 GORSUCH AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Coldstream Homestead Mont,-76.59855,39.3237,STREET,1
10/21/2015,3:30:00 PM,1O,4200 GROVELAND AV,HOMICIDE,Inside,OTHER,NORTHWESTERN,West Arlington,-76.68994,39.34078,DWELLING,1
10/21/2015,10:12:00 AM,1A,3600 PULASKI HWY,HOMICIDE,Outside,FIREARM,EASTERN,Orangeville,-76.56761,39.29634,NA,1
10/20/2015,3:54:00 PM,1A,1100 POPLAR GROVE ST,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Franklintown Road,-76.66529,39.30042,STREET,1
10/17/2015,7:15:00 PM,1A,1200 N DECKER AV,HOMICIDE,Outside,FIREARM,EASTERN,Berea,-76.57495,39.30521,STREET,1
10/16/2015,4:04:00 PM,1A,900 PENNSYLVANIA AV,HOMICIDE,Outside,FIREARM,CENTRAL,Heritage Crossing,-76.62653,39.29692,NA,1
10/16/2015,3:42:00 PM,1A,900 N EDEN ST,HOMICIDE,Outside,FIREARM,EASTERN,Oldtown,-76.59931,39.30036,STREET,1
10/15/2015,3:27:00 PM,1A,700 N EDEN ST,HOMICIDE,Outside,FIREARM,EASTERN,Oldtown,-76.59918,39.29834,NA,1
10/15/2015,12:40:00 AM,1A,6600 HARFORD RD,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Westfield,-76.55294,39.36222,PUBLIC AREA,1
10/13/2015,1:10:00 AM,1A,5000 PALMER AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Central Park Heights,-76.67254,39.34818,STREET,1
10/12/2015,8:11:00 PM,1A,1100 CLEVELAND ST,HOMICIDE,Outside,FIREARM,SOUTHERN,Washington Village/Pigtow,-76.63141,39.28129,STREET,1
10/12/2015,6:57:00 PM,1A,2100 CLIFTON AV,HOMICIDE,Outside,FIREARM,WESTERN,Mondawmin,-76.65194,39.31183,STREET,1
10/11/2015,11:45:00 PM,1A,1600 CHURCH ST,HOMICIDE,Outside,FIREARM,SOUTHERN,Curtis Bay,-76.58771,39.22303,STREET,1
10/08/2015,2:05:00 PM,1A,1300 W NORTH AV,HOMICIDE,Outside,FIREARM,WESTERN,Druid Heights,-76.64023,39.31013,STREET,1
10/07/2015,10:37:00 AM,1A,1400 HORNERS LA,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Armistead Gardens,-76.55305,39.309,NA,1
10/07/2015,1:20:00 PM,1A,1400 DRUID HILL AV,HOMICIDE,Outside,FIREARM,CENTRAL,Upton,-76.62969,39.30289,NA,1
10/05/2015,10:51:00 PM,1A,2700 FENWICK AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Coldstream Homestead Mont,-76.58978,39.32271,STREET,1
10/04/2015,4:45:00 PM,1O,6400 SEFTON AV,HOMICIDE,Inside,OTHER,NORTHEASTERN,Westfield,-76.54969,39.3585,DWELLING,1
10/04/2015,10:08:00 AM,1A,1100 ORLEANS ST,HOMICIDE,Outside,FIREARM,EASTERN,Oldtown,-76.60312,39.29496,STREET,1
10/03/2015,5:25:00 PM,1A,3000 JANICE AV,HOMICIDE,Outside,FIREARM,SOUTHERN,Lakeland,-76.65193,39.25562,NA,1
10/03/2015,2:07:00 AM,1A,100 N MOUNT ST,HOMICIDE,Outside,FIREARM,WESTERN,Franklin Square,-76.64391,39.28964,NA,1
10/02/2015,6:30:00 AM,1A,1700 SHERWOOD AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Loch Raven,-76.58118,39.36025,ALLEY,1
10/02/2015,3:00:00 PM,1A,5400 REISTERSTOWN RD,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Woodmere,-76.68806,39.34612,COMMON BUSINESS,1
10/02/2015,3:00:00 AM,1A,5900 CROSS COUNTRY BLVD,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Mount Washington,-76.6756,39.36253,PARKING LOT,1
09/30/2015,9:52:00 PM,1A,1800 PENROSE AV,HOMICIDE,Inside,FIREARM,WESTERN,Franklin Square,-76.64622,39.29129,DWELLING,1
09/30/2015,9:00:00 PM,1A,4700 PARKSIDE DR,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Parkside,-76.55737,39.32252,ALLEY,1
09/29/2015,3:15:00 PM,1A,5200 WINDSOR MILL RD,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Dickeyville,-76.70824,39.31072,PARKING LOT,1
09/28/2015,10:45:00 AM,1A,500 N MOUNT ST,HOMICIDE,Outside,FIREARM,WESTERN,Harlem Park,-76.64416,39.29432,ALLEY,1
09/24/2015,6:50:00 PM,1A,1600 EUTAW PL,HOMICIDE,Outside,FIREARM,CENTRAL,Madison Park,-76.62952,39.30648,PUBLIC SCHOOL,1
09/23/2015,7:24:00 PM,1A,3600 FRISBY ST,HOMICIDE,Outside,FIREARM,NORTHERN,Waverly,-76.60619,39.33223,NA,1
09/22/2015,9:12:00 PM,1A,300 S CALHOUN ST,HOMICIDE,Outside,FIREARM,SOUTHERN,New Southwest/Mount Clare,-76.63935,39.28434,STREET,1
09/21/2015,5:15:00 PM,1A,4800 CORDELIA AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Langston Hughes,-76.67822,39.34239,STREET,1
09/21/2015,11:55:00 AM,1K,0 W CONWAY ST,HOMICIDE,Inside,KNIFE,CENTRAL,Otterbein,-76.61494,39.28408,DWELLING,1
09/19/2015,3:35:00 AM,1A,900 N CALHOUN ST,HOMICIDE,Outside,FIREARM,WESTERN,Sandtown-Winchester,-76.64017,39.29905,NA,1
09/19/2015,12:02:00 PM,1A,2800 ASHLAND AV,HOMICIDE,Outside,FIREARM,EASTERN,Madison-Eastend,-76.5781,39.30116,STREET,1
09/18/2015,3:33:00 AM,1O,5200 FRANKFORD AV,HOMICIDE,Inside,OTHER,NORTHEASTERN,Frankford,-76.54104,39.32578,DWELLING,1
09/16/2015,5:23:00 AM,1A,1000 N KENWOOD AV,HOMICIDE,Outside,FIREARM,EASTERN,Madison-Eastend,-76.57829,39.30209,NA,1
09/15/2015,2:21:00 AM,1A,2300 MC CULLOH ST,HOMICIDE,Outside,FIREARM,WESTERN,Penn North,-76.63737,39.31071,STREET,1
09/15/2015,11:45:00 PM,1A,4600 MARBLE HALL RD,HOMICIDE,Inside,FIREARM,NORTHEASTERN,New Northwood,-76.59699,39.34669,STREET,1
09/14/2015,2:29:00 AM,1A,5100 ARBUTUS AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Langston Hughes,-76.68131,39.34333,STREET,1
09/13/2015,6:00:00 PM,1A,2300 HARFORD RD,HOMICIDE,Outside,FIREARM,EASTERN,East Baltimore Midway,-76.59583,39.31631,PARKING LOT,1
09/12/2015,3:30:00 PM,1A,1900 VINE ST,HOMICIDE,Outside,FIREARM,WESTERN,Penrose/Fayette Street Ou,-76.64758,39.29007,STREET,1
09/11/2015,9:52:00 PM,1A,2400 BARCLAY ST,HOMICIDE,Outside,FIREARM,EASTERN,Barclay,-76.61131,39.31669,STREET,1
09/11/2015,9:44:00 PM,1A,3800 CLIFTON AV,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Mount Holly,-76.68083,39.31077,STREET,1
09/11/2015,11:06:00 PM,1A,6100 FORTVIEW WY,HOMICIDE,Outside,FIREARM,SOUTHEASTERN,O'Donnell Heights,-76.54261,39.27766,PARKING LOT,1
09/07/2015,10:25:00 PM,1A,3200 DORITHAN RD,HOMICIDE,Outside,FIREARM,NORTHWESTERN,East Arlington,-76.66653,39.3299,STREET,1
09/04/2015,2:23:00 AM,1K,0 W North Av,HOMICIDE,Outside,KNIFE,CENTRAL,Charles North,-76.61675,39.311,NA,1
09/03/2015,4:35:00 PM,1A,3900 9TH ST,HOMICIDE,Outside,FIREARM,SOUTHERN,Brooklyn,-76.5993,39.23193,STREET,1
09/03/2015,12:56:00 AM,1A,3000 WYLIE AV,HOMICIDE,Outside,FIREARM,NORTHERN,Parklane,-76.66531,39.34193,STREET,1
09/01/2015,10:06:00 PM,1A,2300 N ELLAMONT ST,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Walbrook,-76.67122,39.31332,ALLEY,1
09/01/2015,1:02:00 AM,1A,500 N FREMONT AV,HOMICIDE,Outside,FIREARM,WESTERN,Harlem Park,-76.63196,39.29448,STREET,1
08/31/2015,6:12:00 PM,1K,4900 CHALLEDON RD,HOMICIDE,Inside,KNIFE,SOUTHWESTERN,Wakefield,-76.69901,39.31245,DWELLING,1
08/30/2015,12:16:00 AM,1A,1600 N WOLFE ST,HOMICIDE,Outside,FIREARM,EASTERN,Broadway East,-76.59155,39.30883,STREET,1
08/29/2015,3:06:00 AM,1K,1600 MORELAND AV,HOMICIDE,Outside,KNIFE,WESTERN,Coppin Heights/Ash-Co-Eas,-76.65581,39.30651,STREET,1
08/28/2015,12:00:00 AM,1A,800 S CLINTON ST,HOMICIDE,Inside,FIREARM,SOUTHEASTERN,Canton,-76.56976,39.2828,DWELLING,1
08/27/2015,8:31:00 PM,1A,0 N WICKHAM RD,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Ten Hills,-76.69585,39.28358,STREET,1
08/27/2015,4:00:00 AM,1A,2400 E NORTHERN PKWY,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Hamilton Hills,-76.56508,39.36777,STREET,1
08/26/2015,2:37:00 PM,1A,100 S CALVERTON RD,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Shipley Hill,-76.65223,39.28684,STREET,1
08/26/2015,10:37:00 PM,1A,3300 BRIGHTON ST,HOMICIDE,Inside,FIREARM,SOUTHWESTERN,Rosemont,-76.67269,39.30501,NA,1
08/22/2015,8:07:00 AM,1A,2700 N LONGWOOD ST,HOMICIDE,Inside,FIREARM,NORTHWESTERN,Hanlon-Longwood,-76.66864,39.31731,PUBLIC AREA,1
08/20/2015,9:30:00 AM,1A,2700 HUNTINGDON AV,HOMICIDE,Outside,FIREARM,NORTHERN,Remington,-76.62217,39.3199,STREET,1
08/20/2015,2:30:00 PM,1A,1100 W SARATOGA ST,HOMICIDE,Outside,FIREARM,WESTERN,Poppleton,-76.63561,39.29242,STREET,1
08/19/2015,8:46:00 PM,1A,500 S CATHERINE ST,HOMICIDE,Inside,FIREARM,SOUTHWESTERN,Millhill,-76.65414,39.28081,NA,1
08/19/2015,10:37:00 AM,1A,1500 TRACTION ST,HOMICIDE,Inside,FIREARM,WESTERN,Penn North,-76.64252,39.31098,VACANT DWELLING,1
08/18/2015,8:52:00 PM,1A,2200 ASHTON ST,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Carrollton Ridge,-76.65153,39.28182,STREET,1
08/18/2015,7:50:00 PM,1A,200 N CONKLING ST,HOMICIDE,Outside,FIREARM,SOUTHEASTERN,Baltimore Highlands,-76.56777,39.29536,ALLEY,1
08/17/2015,12:05:00 AM,1A,2100 VINE ST,HOMICIDE,Outside,FIREARM,WESTERN,Penrose/Fayette Street Ou,-76.65086,39.28992,STREET,1
08/16/2015,3:00:00 AM,1A,200 N SPRING CT,HOMICIDE,Outside,FIREARM,SOUTHEASTERN,Dunbar-Broadway,-76.59758,39.29373,PUBLIC HOUSING,1
08/14/2015,11:11:00 PM,1A,2500 JEFFERSON ST,HOMICIDE,Outside,FIREARM,SOUTHEASTERN,McElderry Park,-76.58172,39.29678,STREET,1
08/13/2015,10:39:00 PM,1A,4700 ALHAMBRA AV,HOMICIDE,Outside,FIREARM,NORTHERN,Wrenlane,-76.60736,39.34464,STREET,1
08/13/2015,10:39:00 PM,1A,4700 ALHAMBRA AV,HOMICIDE,Outside,FIREARM,NORTHERN,Wrenlane,-76.60736,39.34464,STREET,1
08/13/2015,10:39:00 PM,1A,4700 ALHAMBRA AV,HOMICIDE,Outside,FIREARM,NORTHERN,Wrenlane,-76.60736,39.34464,STREET,1
08/12/2015,6:42:00 PM,1A,2400 REISTERSTOWN RD,HOMICIDE,Outside,FIREARM,WESTERN,Mondawmin,-76.64939,39.31573,NA,1
08/10/2015,4:42:00 PM,1A,2700 THE ALAMEDA,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Coldstream Homestead Mont,-76.59128,39.32156,ALLEY,1
08/10/2015,10:03:00 PM,1A,1700 MC CULLOH ST,HOMICIDE,Outside,FIREARM,CENTRAL,Upton,-76.63186,39.3058,STREET,1
08/09/2015,8:35:00 PM,1A,4700 NAVARRO AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,West Arlington,-76.69606,39.33978,STREET,1
08/09/2015,4:56:00 PM,1A,1000 N PATTERSON PARK AV,HOMICIDE,Outside,FIREARM,EASTERN,Middle East,-76.58543,39.30307,STREET,1
08/09/2015,10:40:00 AM,1A,4700 GWYNN OAK AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Howard Park,-76.69574,39.33134,NA,1
08/07/2015,2:30:00 PM,1A,4200 IVANHOE AV,HOMICIDE,Outside,FIREARM,NORTHERN,Pen Lucy,-76.60436,39.34098,ALLEY,1
08/06/2015,4:27:00 AM,1A,700 N EDEN ST,HOMICIDE,Outside,FIREARM,EASTERN,Gay Street,-76.59911,39.29835,NA,1
08/06/2015,4:27:00 AM,1A,700 N EDEN ST,HOMICIDE,Outside,FIREARM,EASTERN,Gay Street,-76.59911,39.29835,NA,1
08/06/2015,1:01:00 AM,1A,4900 PALMER AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Central Park Heights,-76.67167,39.34725,STREET,1
08/02/2015,2:27:00 AM,1A,200 N PAYSON ST,HOMICIDE,Outside,FIREARM,WESTERN,Penrose/Fayette Street Ou,-76.64884,39.29055,STREET,1
08/02/2015,1:22:00 AM,1A,2100 VINE ST,HOMICIDE,Outside,FIREARM,WESTERN,Penrose/Fayette Street Ou,-76.65039,39.28993,STREET,1
08/01/2015,12:25:00 AM,1A,1600 COLE ST,HOMICIDE,Outside,FIREARM,SOUTHERN,New Southwest/Mount Clare,-76.64239,39.28222,STREET,1
07/31/2015,9:48:00 PM,1A,4500 EDMONDSON AV,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Rognel Heights,-76.69365,39.29346,COMMON BUSINESS,1
07/31/2015,12:00:00 PM,1A,2900 SPRINGHILL AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Park Circle,-76.6633,39.33093,STREET,1
07/30/2015,11:38:00 AM,1A,3400 ELMORA AV,HOMICIDE,Inside,FIREARM,NORTHEASTERN,Four By Four,-76.5756,39.31594,NA,1
07/29/2015,6:57:00 PM,1A,2200 ANNAPOLIS RD,HOMICIDE,Outside,FIREARM,SOUTHERN,Westport,-76.63364,39.26354,STREET,1
07/29/2015,2:13:00 AM,1A,0 N ABINGTON AV,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Carroll-South Hilton,-76.6711,39.28604,STREET,1
07/28/2015,7:34:00 PM,1A,2300 DRUID HILL AV,HOMICIDE,Outside,FIREARM,WESTERN,Penn North,-76.63872,39.31081,STREET,1
07/28/2015,11:04:00 PM,1A,1400 BLOOMINGDALE RD,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Rosemont,-76.6663,39.30355,ALLEY,1
07/27/2015,10:51:00 AM,1A,1600 W NORTH AV,HOMICIDE,Outside,FIREARM,WESTERN,Penn North,-76.6434,39.31005,STREET,1
07/26/2015,7:43:00 PM,1A,5500 RUBIN AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Woodmere,-76.68843,39.34907,NA,1
07/26/2015,1:12:00 AM,1A,4800 ALHAMBRA AV,HOMICIDE,Outside,FIREARM,NORTHERN,Richnor Springs,-76.60691,39.34677,PUBLIC AREA,1
07/25/2015,2:04:00 AM,1A,1800 W SARATOGA ST,HOMICIDE,Outside,FIREARM,WESTERN,Franklin Square,-76.64548,39.29208,PUBLIC AREA,1
07/24/2015,11:33:00 PM,1K,2300 HARFORD RD,HOMICIDE,Outside,KNIFE,EASTERN,East Baltimore Midway,-76.59627,39.31587,STREET,1
07/23/2015,9:20:00 PM,1K,4000 GLENGYLE AV,HOMICIDE,Outside,KNIFE,NORTHWESTERN,Fallstaff,-76.71058,39.36364,STREET,1
07/23/2015,10:18:00 PM,1A,2700 KENNEDY AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Coldstream Homestead Mont,-76.59447,39.32295,STREET,1
07/22/2015,11:00:00 PM,1A,1200 CLENDENIN ST,HOMICIDE,Outside,FIREARM,WESTERN,Penn North,-76.63815,39.31093,NA,1
07/21/2015,8:32:00 AM,1A,4300 ELDONE RD,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Yale Heights,-76.68799,39.27611,STREET,1
07/21/2015,8:10:00 PM,1O,0 MARKET PL,HOMICIDE,Outside,OTHER,CENTRAL,Downtown,-76.60665,39.2883,GARAGE,1
07/21/2015,11:22:00 PM,1A,600 N PAYSON ST,HOMICIDE,Outside,FIREARM,WESTERN,Midtown-Edmondson,-76.64911,39.2954,STREET,1
07/19/2015,9:03:00 PM,1A,1100 N LONGWOOD ST,HOMICIDE,Inside,FIREARM,SOUTHWESTERN,Winchester,-76.66734,39.30134,DWELLING,1
07/15/2015,5:24:00 PM,1A,0 N CAREY ST,HOMICIDE,Outside,FIREARM,WESTERN,Franklin Square,-76.63821,39.28898,STREET,1
07/15/2015,11:20:00 PM,1A,6000 BELLE VISTA AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Glenham-Belhar,-76.5448,39.34977,STREET,1
07/15/2015,1:00:00 AM,1A,3500 W GARRISON AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Central Park Heights,-76.67691,39.34533,DWELLING,1
07/13/2015,2:00:00 PM,1A,3400 CARDENAS AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Belair-Edison,-76.57468,39.32358,NA,1
07/13/2015,12:07:00 PM,1A,800 N BELNORD AV,HOMICIDE,Inside,FIREARM,EASTERN,Madison-Eastend,-76.5789,39.3004,NA,1
07/12/2015,8:46:00 PM,1A,3400 CHESTERFIELD AV,HOMICIDE,Inside,FIREARM,NORTHEASTERN,Belair-Edison,-76.56545,39.32168,STREET,1
07/12/2015,6:54:00 AM,1A,2400 E EAGER ST,HOMICIDE,Outside,FIREARM,EASTERN,Milton-Montford,-76.58345,39.30183,STREET,1
07/12/2015,10:33:00 PM,1A,1200 N CAROLINE ST,HOMICIDE,Outside,FIREARM,EASTERN,Oliver,-76.59802,39.30445,STREET,1
07/12/2015,1:33:00 AM,1A,1800 E FEDERAL ST,HOMICIDE,Inside,FIREARM,EASTERN,Broadway East,-76.59232,39.30861,NA,1
07/11/2015,9:53:00 PM,1A,4300 WABASH AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Ashburton,-76.6732,39.33563,STREET,1
07/11/2015,8:37:00 PM,1A,2600 BOONE ST,HOMICIDE,Outside,FIREARM,NORTHERN,Better Waverly,-76.60867,39.32031,NA,1
07/11/2015,2:30:00 AM,1A,1800 N DURHAM ST,HOMICIDE,Outside,FIREARM,EASTERN,Broadway East,-76.59236,39.31113,STREET,1
07/10/2015,3:41:00 PM,1A,5100 PARK HEIGHTS AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Central Park Heights,-76.67511,39.34861,STREET,1
07/10/2015,2:23:00 AM,1A,1200 N WOODINGTON RD,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Gwynns Falls/Leakin Park,-76.68701,39.30127,PUBLIC AREA,1
07/08/2015,1:20:00 PM,1A,1700 W LANVALE ST,HOMICIDE,Outside,FIREARM,WESTERN,Harlem Park,-76.6444,39.29769,STREET,1
07/07/2015,8:15:00 PM,1A,300 N HILTON ST,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Allendale,-76.67259,39.29071,PUBLIC AREA,1
07/07/2015,10:55:00 PM,1K,1600 RAMBLEWOOD RD,HOMICIDE,Outside,KNIFE,NORTHEASTERN,Loch Raven,-76.58449,39.35966,STREET,1
07/07/2015,10:39:00 PM,1A,900 W FAYETTE ST,HOMICIDE,Outside,FIREARM,WESTERN,Poppleton,-76.63235,39.28998,NA,1
07/07/2015,10:39:00 PM,1A,900 W FAYETTE ST,HOMICIDE,Outside,FIREARM,WESTERN,Poppleton,-76.63235,39.28998,NA,1
07/07/2015,10:39:00 PM,1A,900 W FAYETTE ST,HOMICIDE,Outside,FIREARM,WESTERN,Poppleton,-76.63235,39.28998,NA,1
07/06/2015,9:57:00 AM,1A,0 N GILMOR ST,HOMICIDE,Outside,FIREARM,WESTERN,Franklin Square,-76.64235,39.28842,NA,1
07/06/2015,12:03:00 AM,1A,800 SEAGULL AV,HOMICIDE,Outside,FIREARM,SOUTHERN,Cherry Hill,-76.62024,39.24617,STREET,1
07/05/2015,4:01:00 PM,1A,2000 KENNEDY AV,HOMICIDE,Outside,FIREARM,EASTERN,East Baltimore Midway,-76.60432,39.31315,STREET,1
07/03/2015,8:52:00 PM,1A,3400 W CATON AV,HOMICIDE,Inside,FIREARM,SOUTHWESTERN,Saint Josephs,-76.67424,39.28665,NA,1
07/02/2015,9:13:00 PM,1K,3700 W ROGERS AV,HOMICIDE,Outside,KNIFE,NORTHWESTERN,Arlington,-76.68489,39.35084,PUBLIC AREA,1
07/02/2015,1:46:00 PM,1A,2700 AUCHENTOROLY TER,HOMICIDE,Outside,FIREARM,WESTERN,Parkview/Woodbrook,-76.64435,39.31507,PUBLIC AREA,1
06/29/2015,4:14:00 PM,1A,2400 HARRIET AV,HOMICIDE,Outside,FIREARM,SOUTHERN,Lakeland,-76.65081,39.25577,ALLEY,1
06/28/2015,3:09:00 AM,1K,100 N JANNEY ST,HOMICIDE,Outside,KNIFE,SOUTHEASTERN,Kresson,-76.56084,39.29413,NA,1
06/28/2015,2:52:00 PM,1A,700 N CAROLINE ST,HOMICIDE,Outside,FIREARM,SOUTHEASTERN,Fells Point,-76.59664,39.28325,STREET,1
06/27/2015,3:09:00 PM,1A,3300 W CATON AV,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Saint Josephs,-76.67318,39.28587,NA,1
06/25/2015,2:13:00 AM,1A,1300 N STRICKER ST,HOMICIDE,Outside,FIREARM,WESTERN,Sandtown-Winchester,-76.64184,39.30346,NA,1
06/23/2015,3:25:00 AM,1A,4300 RIDGEWOOD AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Howard Park,-76.69191,39.3366,STREET,1
06/22/2015,3:00:00 AM,1O,3700 BRENDAN AV,HOMICIDE,Inside,OTHER,NORTHEASTERN,Belair-Edison,-76.56716,39.31743,NA,1
06/21/2015,3:03:00 PM,1A,2300 BELAIR RD,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Clifton Park,-76.57828,39.31767,STREET,1
06/16/2015,10:25:00 PM,1A,800 MC KIM ST,HOMICIDE,Outside,FIREARM,EASTERN,Penn-Fallsway,-76.60625,39.29903,STREET,1
06/15/2015,12:01:00 AM,1A,2700 HARLEM AV,HOMICIDE,Outside,FIREARM,WESTERN,Mosher,-76.66171,39.29554,NA,1
06/14/2015,2:19:00 AM,1A,700 GLENWOOD AV,HOMICIDE,Outside,FIREARM,NORTHERN,Woodbourne-McCabe,-76.60634,39.35343,STREET,1
06/12/2015,5:49:00 PM,1A,2200 N FULTON AV,HOMICIDE,Outside,FIREARM,WESTERN,Parkview/Woodbrook,-76.64624,39.3133,STREET,1
06/12/2015,3:24:00 PM,1O,1200 N EDEN ST,HOMICIDE,Inside,OTHER,EASTERN,Oliver,-76.59957,39.30468,DWELLING,1
06/12/2015,2:54:00 AM,1A,1100 N Franklintown Rd,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Franklintown Road,-76.66963,39.29953,NA,1
06/12/2015,2:54:00 AM,1A,1100 N Franklintown Rd,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Franklintown Road,-76.66963,39.29953,NA,1
06/11/2015,7:56:00 PM,1A,4800 FREDERICK AV,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Tremont,-76.69497,39.28142,STREET,1
06/08/2015,4:34:00 AM,1A,4300 WEST BAY AV,HOMICIDE,Outside,FIREARM,SOUTHERN,Brooklyn,-76.59387,39.22788,STREET,1
06/08/2015,12:07:00 AM,1A,1100 EDISON HWY,HOMICIDE,Outside,FIREARM,EASTERN,Biddle Street,-76.57291,39.30426,STREET,1
06/08/2015,10:59:00 AM,1A,600 AISQUITH ST,HOMICIDE,Outside,FIREARM,EASTERN,Oldtown,-76.60184,39.29768,NA,1
06/07/2015,5:30:00 AM,1O,6100 EASTERN PKWY,HOMICIDE,Inside,OTHER,NORTHEASTERN,Westfield,-76.5468,39.35518,NA,1
06/07/2015,4:53:00 AM,1A,5200 PARK HEIGHTS AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Pimlico Good Neighbors,-76.67611,39.34911,NA,1
06/07/2015,4:50:00 PM,1A,2200 ANNAPOLIS RD,HOMICIDE,Outside,FIREARM,SOUTHERN,Westport,-76.63319,39.26436,STREET,1
06/06/2015,1:23:00 PM,1K,500 DOLPHIN ST,HOMICIDE,Inside,KNIFE,CENTRAL,Upton,-76.62812,39.30068,DWELLING,1
06/02/2015,7:00:00 PM,1O,3300 MONDAWMIN AV,HOMICIDE,Inside,OTHER,NORTHWESTERN,Hanlon-Longwood,-76.67306,39.31524,DWELLING,1
06/02/2015,5:35:00 PM,1A,500 EDGEWOOD ST,HOMICIDE,Outside,FIREARM,SOUTHWESTERN,Allendale,-76.67551,39.29285,NA,1
06/02/2015,2:00:00 AM,1A,400 GOLD ST,HOMICIDE,Outside,FIREARM,CENTRAL,Druid Heights,-76.63674,39.30952,STREET,1
06/02/2015,12:29:00 AM,1A,4100 GRENTON AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Waltherson,-76.56206,39.33438,NA,1
06/02/2015,11:03:00 PM,1A,5200 EUGENE AV,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Waltherson,-76.55537,39.33907,STREET,1
06/01/2015,2:12:00 PM,1O,2500 W BELVEDERE AV,HOMICIDE,Inside,OTHER,NORTHERN,Levindale,-76.66686,39.35292,HOSPITAL,1
05/31/2015,11:12:00 AM,1A,1900 N COLLINGTON AV,HOMICIDE,Outside,FIREARM,EASTERN,South Clifton Park,-76.58757,39.31289,STREET,1
05/31/2015,1:12:00 AM,1A,2000 BELAIR RD,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Clifton Park,-76.58198,39.31442,STREET,1
05/31/2015,1:12:00 AM,1A,2000 BELAIR RD,HOMICIDE,Outside,FIREARM,NORTHEASTERN,Clifton Park,-76.58198,39.31442,STREET,1
05/29/2015,8:43:00 PM,1A,1100 WASHINGTON BLVD,HOMICIDE,Outside,FIREARM,SOUTHERN,Washington Village/Pigtow,-76.6326,39.28288,STREET,1
05/29/2015,4:28:00 PM,1A,4100 W BELVEDERE AV,HOMICIDE,Outside,FIREARM,NORTHWESTERN,Woodmere,-76.68375,39.34275,STREET,1
